Opening Type,Result,White Elo,Black Elo,Move List,Variation
Danish Gambit,1-0,1729,1747,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'f8c5', 'f1c4', 'd4d3', 'g1f3', 'g8f6', 'd1d3', 'a7a6', 'c1g5', 'h7h6', 'g5f6', 'd8f6', 'e4e5', 'f6e7', 'e1g1', 'h6h5', 'f1e1', 'b8c6', 'b1d2', 'b7b6', 'd2b3', 'b6b5', 'c4f7', 'e8f7', 'd3d5', 'e7e6', 'd5e6', 'f7e6', 'b3c5', 'e6e7', 'a1d1', 'h5h4', 'h2h3', 'h8g8', 'f3g5', 'b5b4', 'e1e4', 'b4c3', 'b2c3', 'a6a5', 'f2f4', 'c8b7', 'd1d7', 'e7e8', 'e4e1']",['Others B1']
Danish Gambit,0-1,1620,1688,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'f8b4', 'b1c3', 'd8f6', 'c1d2', 'b8c6', 'g1f3', 'g8e7', 'e1g1', 'c6e5', 'f3e5', 'f6e5', 'f1e1', 'e8g8', 'a2a3', 'b4c5', 'b2b4', 'c5b6', 'a3a4', 'a7a6', 'a4a5', 'b6a7', 'c3a4', 'e5d4', 'd1e2', 'b7b5', 'c4f7', 'f8f7', 'a4c3', 'e7g6', 'a1c1', 'd7d6', 'd2e3', 'd4b4', 'e3a7', 'a8a7', 'e2a2', 'g6e5', 'c3d5', 'b4d4', 'g1h1', 'e5d3', 'c1d1', 'd3f2', 'h1g1', 'f2d1', 'g1h1', 'd1f2', 'h1g1', 'f2d3', 'g1h1', 'd3e1', 'a2e2', 'e1d3', 'g2g3', 'd3f2', 'h1g2', 'f2e4', 'g2h1', 'd4a1', 'h1g2', 'f7f2', 'e2f2', 'e4f2']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Bb4']"
"Danish Gambit Declined, Sorensen Defense",1-0,2119,2080,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd7d5', 'e4e5', 'd4c3', 'b1c3', 'b8c6', 'd1d5', 'd8d5', 'c3d5', 'f8b4', 'c1d2', 'b4d2', 'e1d2', 'e8d8', 'g1e2', 'c8e6', 'e2c3', 'c6e5', 'f2f3', 'c7c6', 'd5f4', 'd8c7', 'f4e6', 'f7e6', 'd2c2', 'g8f6', 'a1e1', 'f6d7', 'f3f4', 'e5g4', 'f1e2', 'g4e3', 'c2b1', 'e3d5', 'g2g3', 'e6e5', 'f4e5', 'd7e5', 'c3d5', 'c6d5', 'e1c1', 'c7d6', 'h1d1', 'a8c8', 'a2a3', 'c8c1', 'd1c1', 'h8f8', 'c1f1', 'f8f1', 'e2f1', 'e5f3', 'f1d3', 'h7h6', 'h2h3', 'f3e5', 'd3e2', 'd5d4', 'b1c2', 'd6d5', 'e2f1', 'b7b6', 'f1g2', 'd5c4', 'b2b3', 'c4c5', 'g3g4', 'g7g5', 'g2e4', 'a7a5', 'c2d2', 'b6b5', 'd2c2', 'b5b4', 'a3a4', 'e5f7', 'c2d3', 'f7d6', 'e4g6', 'c5d5', 'g6h7', 'd5e5', 'h7g6', 'd6c8', 'd3c4', 'c8e7', 'g6d3', 'e7d5', 'c4b5', 'd5f4', 'd3f1', 'd4d3', 'f1d3', 'f4d3', 'b5a5', 'e5d4', 'a5b6', 'd3c5', 'a4a5', 'c5b3', 'a5a6', 'b3c5', 'a6a7', 'b4b3', 'a7a8q', 'b3b2', 'a8h8', 'd4d3', 'h8h7']",['Danish Gambit Declined: Sorensen Defense']
Danish Gambit,0-1,1572,1477,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'f8e7', 'g1f3', 'd7d6', 'e4e5', 'c8g4', 'h2h3', 'g4h5', 'g2g4', 'h5g6', 'c3d4', 'd6e5', 'f3e5', 'b8c6', 'd1a4', 'd8d6', 'c1f4', 'd6e6', 'f1c4', 'e6f6', 'g4g5', 'f6f5', 'e5c6', 'f5e4', 'c4e2', 'e4c6', 'e2b5', 'g6b1', 'b5c6', 'b7c6', 'a4c6', 'e8d8', 'c6b7', 'd8d7', 'b7a8', 'e7d6', 'f4d6', 'f7f6', 'a1b1', 'd7d6']",['Others B1']
Danish Gambit,0-1,1214,1268,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'g1f3', 'c3b2', 'c1b2', 'd7d6', 'f1b5', 'c8d7', 'b5c4', 'h7h6', 'd1d5', 'd7e6', 'd5b7', 'b8d7', 'b7c6', 'e6c4', 'c6c4', 'g8f6', 'e4e5', 'd6e5', 'c4c6', 'f8d6', 'f3e5', 'd6e5', 'b2e5', 'e8g8', 'e1g1', 'd7e5', 'c6c2', 'a8b8', 'b1c3', 'd8d3', 'c2d3', 'e5d3', 'f1d1', 'f8d8', 'c3b5', 'b8b5', 'a1b1', 'b5b1', 'd1b1', 'd3b2', 'b1b2', 'd8d1']","['Danish Gambit Accepted', 'Others W1']"
Danish Gambit,1-0,1934,1804,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'f8b4', 'c4f7', 'e8f7', 'd1b3', 'f7e8', 'b3b4', 'c3c2', 'b1c3', 'b8c6', 'b4b3', 'c6d4', 'b3d5', 'd8f6', 'e4e5', 'f6b6', 'c3a4', 'b6b4', 'c1d2', 'b4a4', 'd2c3', 'd4e6', 'g1e2', 'g8e7', 'd5f3', 'd7d6', 'e5d6', 'c7d6', 'e1g1', 'a4c6', 'f3h5', 'e7g6', 'f1e1', 'e8d7', 'e2d4', 'e6d4', 'c3d4', 'b7b6', 'h5f5', 'd7c7', 'f5f7', 'c7b8', 'a1c1', 'c8b7', 'f2f3', 'h8f8', 'f7g7', 'a7a5', 'g7h7', 'g6e5', 'c1c2', 'c6d5', 'h7c7', 'b8a7', 'c7b6', 'a7b8', 'b6c7']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Bb4']"
"Danish Gambit Declined, Sorensen Defense",0-1,1873,1836,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd7d5', 'e4e5', 'd4c3', 'b1c3', 'c8e6', 'g1f3', 'b8c6', 'f3d4', 'c6e5', 'c1f4', 'e5g6', 'f4g3', 'g8f6', 'f1d3', 'f8c5', 'd3g6', 'h7g6', 'd1a4', 'c7c6', 'd4c6', 'd8d7', 'c6e5', 'd7a4', 'c3a4', 'c5b4', 'e1e2', 'f6e4', 'e5d3', 'e4g3', 'h2g3', 'h8h1', 'a1h1', 'b4f8', 'h1h8', 'a8c8', 'a4c5', 'b7b6', 'c5e6', 'f7e6', 'd3f4', 'e8f7', 'e2d3', 'c8c1', 'f4e6', 'f7e6', 'h8f8', 'c1g1', 'f8h8', 'g1g2', 'd3e2', 'g2g1', 'h8a8', 'a7a5', 'a8a6', 'g1a1', 'a2a3', 'e6f5', 'a6b6', 'a5a4', 'b6b4', 'a1b1', 'e2e3', 'b1e1', 'e3d2', 'e1e4', 'f2f3', 'e4b4', 'a3b4', 'f5e5', 'd2d3', 'g6g5', 'g3g4', 'e5f4', 'b4b5', 'f4e5', 'd3c3', 'e5d6', 'c3d4', 'g7g6', 'd4c3', 'd6c5', 'b5b6', 'c5b6', 'c3d4', 'b6c6', 'd4e5', 'c6c5', 'f3f4', 'g5f4', 'e5f4', 'c5d4', 'f4f3', 'd4d3', 'f3f2', 'd3c2', 'f2e3', 'c2b2', 'e3d2', 'a4a3']",['Danish Gambit Declined: Sorensen Defense']
"Danish Gambit Declined, Sorensen Defense",0-1,1966,2028,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd7d5', 'd1d4', 'd5e4', 'd4d8', 'e8d8', 'f1c4', 'f7f5', 'c1f4', 'f8c5', 'g1h3', 'h7h6', 'e1g1', 'c7c6', 'f4e5', 'g8f6', 'h3f4', 'e4e3', 'f1d1', 'd8e8', 'e5d4', 'e3f2', 'd4f2', 'c5f2', 'g1f2', 'f6e4', 'f2g1', 'g7g5', 'f4g6', 'h8h7', 'g6e5', 'b8d7', 'e5d7', 'c8d7', 'd1e1', 'e8f8', 'g2g4', 'a8e8', 'g4f5', 'd7f5', 'e1f1', 'e4d6', 'c4d3', 'h7f7', 'd3f5', 'f7f5', 'f1f5', 'd6f5', 'b1d2', 'e8e2', 'a1d1', 'f5e3', 'd1f1', 'e3f1', 'd2f1', 'e2b2', 'f1e3', 'f8f7', 'e3f5', 'f7g6', 'f5e7', 'g6f6', 'e7c8', 'b2a2', 'c8d6', 'b7b6', 'h2h3', 'f6e5', 'd6f7', 'e5f4', 'f7h6', 'f4g3', 'g1f1', 'g3h3', 'f1e1', 'g5g4', 'h6f5', 'g4g3', 'f5e3', 'g3g2', 'e3g2', 'h3g2', 'c3c4', 'c6c5', 'e1d1', 'g2f3', 'd1c1', 'f3e3', 'c1b1', 'a2h2', 'b1c1', 'e3d3', 'c1b1', 'd3c3', 'b1a1', 'c3b3', 'a1b1', 'h2h1']",['Danish Gambit Declined: Sorensen Defense']
Danish Gambit,1-0,1540,1614,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd8e7', 'f1c4', 'e7e4', 'g1e2', 'd4c3', 'c4d3', 'e4g2', 'e2g3', 'd7d5', 'b1c3', 'f8e7', 'd1e2', 'g8f6', 'b2b3', 'c8g4', 'e2e3', 'b8c6', 'd3b5', 'g4e6', 'b5f1', 'd5d4', 'e3d3', 'c6b4', 'd3b5', 'c7c6', 'b5b7', 'b4c2', 'e1d2', 'g2f2', 'c3e2', 'c2a1', 'b7a8', 'e7d8', 'a8c6', 'e6d7', 'c6c4', 'f2e3', 'd2d1', 'e3e6', 'c4e6', 'd7e6', 'e2d4', 'e6d5', 'h1g1', 'd8b6']",['Qe7 Defense']
Danish Gambit,1-0,1756,1746,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'g1f3', 'c3b2', 'c1b2', 'd7d6', 'f1c4', 'h7h6', 'd1b3', 'd8e7', 'b1d2', 'b8c6', 'e1g1', 'g8f6', 'f1e1', 'c8e6', 'c4e6', 'e7e6', 'b3b7', 'a8b8', 'b7c6', 'f6d7', 'f3d4', 'e6f6', 'a1b1', 'f8e7', 'd4b5', 'b8b6', 'b5c7', 'e8d8', 'c6a8', 'd8c7', 'a8a7', 'b6b7', 'a7a5', 'd7b6', 'b2f6', 'e7f6', 'e1c1', 'c7d7', 'b1b6', 'b7b6', 'a5b6']","['Danish Gambit Accepted', 'Others W1']"
Danish Gambit,1-0,1923,1848,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'd7d6', 'b1c3', 'g8f6', 'c1g5', 'f8e7', 'g5f6', 'e7f6', 'd1b3', 'e8g8', 'g1f3', 'b8c6', 'c4b5', 'c6d4', 'f3d4', 'f6d4', 'e1g1', 'c7c6', 'b5d3', 'd8h4', 'c3e2', 'd4e5', 'f2f4', 'e5f6', 'a1e1', 'c8g4', 'e2g3', 'a8b8', 'b3c2', 'f6d4', 'g1h1', 'h7h6', 'b2b3', 'g4d7', 'c2c4', 'd4b6', 'd3c2', 'd7e6', 'c4d3', 'f8d8', 'e4e5', 'd6e5', 'd3h7', 'g8f8', 'h7h8', 'f8e7', 'h8g7', 'd8g8', 'g7e5', 'g8g3', 'e5b8', 'g3c3', 'b8b7', 'e7f8', 'e1e6', 'f7e6', 'b7c8', 'f8g7', 'c8d7', 'g7g8', 'c2h7', 'g8f8', 'h7g6']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,1-0,1747,1848,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'd1b3', 'c3b2', 'c1b2', 'b8c6', 'b2c3', 'g8e7', 'f1c4', 'e7g6', 'c4f7', 'e8e7', 'g1e2', 'd7d6', 'f2f4', 'd8d7', 'f4f5', 'g6e5', 'f7e6', 'd7d8', 'e6g8', 'e5d3', 'e1d2', 'd3e5', 'e2d4', 'd8e8', 'd4c6', 'e5c6', 'h1e1', 'e8h5', 'e1e2', 'h5g5', 'd2d1', 'g5h5', 'g2g4', 'h5e8', 'b1d2', 'h8g8', 'b3g8', 'e8f7', 'g8h7', 'c8d7', 'a2a3', 'e7d8', 'g4g5', 'd8c8', 'f5f6', 'c6e5', 'e2f2', 'd7g4', 'd1c2', 'g7f6', 'h7f7', 'e5f7', 'g5f6', 'f7e5', 'c3e5', 'd6e5', 'd2f3', 'f8d6', 'f3g5', 'c8d7', 'a1f1', 'd6f8', 'g5h7', 'f8a3', 'f6f7', 'a3c5', 'f7f8q', 'c5f8', 'f2f8', 'a8f8', 'f1f8', 'b7b6', 'h7f6', 'd7e6']","['Danish Gambit Accepted', 'Others W1']"
"Danish Gambit Accepted, Chigorin Defense",1-0,1666,1674,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'd8e7', 'e4e5', 'd7d6', 'g1f3', 'd6e5', 'e1g1', 'f7f6', 'f1e1', 'b8d7', 'd1b3', 'g8h6', 'b2c1', 'h6f7', 'f3d4', 'd7c5', 'b3b5', 'c7c6', 'd4c6', 'c8d7', 'c4d5', 'b7c6', 'd5c6', 'a8c8', 'c6d7', 'e7d7', 'b5a5', 'f8e7', 'c1a3', 'e8g8', 'b1c3', 'c5d3', 'a1d1', 'e7a3', 'e1e3', 'a3c5', 'e3d3', 'd7f5', 'd3f3', 'f5h5', 'c3e4', 'c5b6', 'a5b4', 'f7g5', 'e4g5', 'h5g5', 'f3g3', 'g5h6', 'b4g4', 'c8c1', 'h2h3', 'c1d1', 'g4d1']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit,1-0,1688,1681,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'c7c5', 'c3d4', 'c5d4', 'd1d4', 'b8c6', 'd4e3', 'g8f6', 'f1d3', 'b7b6', 'f2f3', 'c8b7', 'g1e2', 'f8c5', 'e3d2', 'e8g8', 'a2a3', 'a7a5', 'd2c2', 'c6d4', 'e2d4', 'c5d4', 'b1c3', 'b7a6', 'd3a6', 'a8a6', 'c2e2', 'd8c7', 'c1e3', 'd4c3', 'b2c3', 'a6a8', 'e1g1', 'c7c3', 'e3b6', 'd7d5', 'e4e5', 'f6d7', 'a1c1', 'c3a3', 'e5e6', 'd7b6', 'e6e7', 'a3c5', 'c1c5', 'f8e8', 'c5c7', 'b6c8', 'f1e1', 'c8e7', 'c7e7', 'h7h6', 'e7e8', 'a8e8', 'e2e8', 'g8h7', 'e8f7', 'a5a4', 'f7d5', 'a4a3', 'd5a5', 'a3a2', 'a5a2', 'g7g6', 'e1e7', 'h7h8', 'a2a8']",['Others B1']
Danish Gambit Accepted,0-1,1836,1865,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'd7d6', 'd1b3', 'd8e7', 'b1c3', 'g8f6', 'g1e2', 'c7c6', 'e1g1', 'c8g4', 'f2f3', 'g4e6', 'c4e6', 'f7e6', 'e2d4', 'e6e5', 'd4f5', 'e7d7', 'a1d1', 'g7g6', 'f5g3', 'b8a6', 'c3a4', 'b7b5', 'a4c3', 'a6c5', 'b3a3', 'a7a5', 'c3e2', 'b5b4', 'a3e3', 'd7a7', 'e2c1', 'e8c8', 'g1h1', 'a7b7', 'c1b3', 'c5b3', 'e3b3', 'b7b5', 'b3e6', 'c8c7', 'e6f6', 'f8h6', 'f6h4', 'h6f4', 'h4e7', 'd8d7', 'e7f6', 'h8d8', 'f1e1', 'a5a4', 'g3e2', 'a4a3', 'e2f4', 'e5f4', 'b2c1', 'b5e5', 'f6f4', 'e5f4', 'c1f4', 'd8f8', 'f4e3', 'c6c5', 'd1b1', 'h7h5', 'e1c1', 'f8c8', 'b1b4', 'c7d8', 'b4a4', 'd7b7', 'a4a3', 'c8b8', 'h2h3', 'b7b2', 'c1a1', 'b2e2']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit,1-0,1699,1360,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'b8c6', 'b1c3', 'g7g6', 'g1f3', 'f8g7', 'e1g1', 'd8e7', 'c1g5', 'g8f6', 'e4e5', 'c6e5', 'f3e5', 'e8g8', 'f1e1', 'e7c5', 'd1b3', 'd7d5', 'c3d5', 'f6d5', 'e5f7', 'f8f7', 'c4d5']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
"Danish Gambit Accepted, Chigorin Defense",0-1,2207,1590,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'd8e7', 'b1c3', 'c7c6', 'g1e2', 'd7d6', 'e1g1', 'b7b5', 'c4b5', 'c6b5', 'c3d5', 'e7b7', 'e2d4', 'c8e6', 'd5f4', 'g8f6', 'd4e6', 'f7e6', 'f4e6', 'f8e7', 'e6g7', 'e8d7', 'b2f6', 'e7f6', 'd1g4', 'd7c7', 'g7e6', 'c7b6', 'a2a4', 'f6a1', 'f1a1', 'b5b4', 'a4a5', 'b6c6', 'e4e5', 'b7b5', 'g4e4', 'c6d7', 'e5d6', 'b8c6', 'a1c1', 'a8c8', 'e6c5', 'd7d6', 'e4e6', 'd6c7', 'e6f7', 'c7b8', 'f7f4', 'c8c7', 'c5e6', 'h8c8', 'c1c5', 'b5d3', 'h2h3', 'd3b1', 'g1h2', 'b1d3', 'c5c6', 'b4b3', 'e6c7', 'b3b2', 'c7b5', 'b8a8', 'c6c8', 'a8b7', 'f4b8', 'b7a6', 'c8c6', 'a6a5', 'b8a7', 'a5b4', 'b5c3', 'b4b3', 'a7b6', 'b3c2', 'c3e4', 'c2d1', 'f2f3', 'b2b1q', 'b6g1', 'd1e2', 'g1f2', 'e2d1']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit,0-1,1811,1872,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'd7d6', 'g1e2', 'c7c6', 'e2f4', 'b8d7', 'e1g1', 'd7e5', 'c4b3', 'g8f6', 'b1c3', 'f8e7', 'h2h3', 'e8g8', 'c1e3', 'a7a5', 'f4h5', 'b7b5', 'h5f6', 'e7f6', 'a2a4', 'b5b4', 'c3e2', 'c8a6', 'f1e1', 'e5d3', 'e3d4', 'd3e1', 'd4f6', 'e1f3', 'g2f3', 'd8f6', 'e2g3', 'f6b2', 'a1b1', 'b2e5', 'd1d2', 'a8d8', 'f3f4', 'e5f6', 'g1h2', 'g7g6', 'b1g1', 'g8h8', 'f4f5', 'f8e8', 'f5g6', 'f7g6', 'f2f4', 'f6c3', 'd2d1', 'a6d3', 'f4f5', 'd3e4', 'f5g6', 'c3b2', 'g3e2', 'e4g6', 'g1g2', 'b2e5', 'h2g1', 'd6d5', 'b3c2', 'e5e3', 'g1h1', 'e3h3', 'g2h2', 'h3f3', 'h1g1', 'f3e3', 'g1h1', 'g6c2', 'd1c2', 'e3e4', 'c2e4', 'd5e4', 'e2f4', 'd8d1', 'h1g2', 'd1d2', 'g2g3', 'd2h2', 'g3h2', 'b4b3']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
Danish Gambit,1-0,1756,1822,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'b1c3', 'f8b4', 'd1d4', 'b8c6', 'd4g7', 'd8f6', 'c1h6', 'b4c3', 'b2c3', 'd7d6', 'g7f6', 'g8f6', 'h6g7', 'h8g8', 'g7f6', 'c8e6', 'g1f3', 'g8g6', 'f6h4', 'e8d7', 'f3d4', 'c6d4', 'c3d4', 'd7e8', 'h4g3', 'c7c5', 'd4d5', 'e6d7', 'f1d3', 'g6h6', 'g3f4', 'h6f6', 'g2g3', 'a7a6', 'e4e5', 'd6e5', 'f4e5', 'f6h6', 'e1g1', 'b7b5', 'f2f4', 'c5c4', 'd3e4', 'a8c8', 'f1e1', 'e8f8', 'e5c3', 'h6b6', 'c3b4', 'f8g8', 'e4c2', 'b6b8', 'e1e7', 'd7g4', 'a1e1', 'b8a8', 'f4f5', 'a6a5', 'b4d6', 'b5b4', 'f5f6', 'a8a6', 'd6c5', 'a6a8', 'c5e3', 'a5a4', 'e3h6', 'b4b3', 'a2b3', 'a4b3', 'c2b1', 'c4c3', 'b1e4', 'c3c2', 'e4c2', 'b3c2', 'd5d6', 'g4d1', 'd6d7', 'c8d8', 'e7e8', 'd8e8', 'd7e8q', 'a8e8', 'e1e8']","['Danish Gambit Accepted', 'Take Back Gambit']"
"Danish Gambit Accepted, Copenhagen Defense",1-0,1491,1212,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'f8b4', 'b1d2', 'b4d2', 'd1d2', 'd7d6', 'b2g7', 'd8g5', 'd2g5']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit', 'Copenhagen Defense']"
Danish Gambit,1/2-1/2,1938,1926,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4d3', 'g1f3', 'f8e7', 'f1d3', 'd7d6', 'e1g1', 'g8f6', 'f1e1', 'e8g8', 'c1f4', 'b8c6', 'd3c2', 'f6g4', 'b1d2', 'g4e5', 'f3e5', 'c6e5', 'd2f3', 'e7f6', 'd1e2', 'c8g4', 'a1d1', 'f8e8', 'f4e5', 'f6e5', 'h2h3', 'g4f3', 'e2f3', 'd8g5', 'g2g3', 'g5h6', 'g1g2', 'h6e6', 'c2b3', 'e6e7', 'f3g4', 'a8d8', 'f2f4', 'e5f6', 'b3c2', 'g7g6', 'h3h4', 'h7h5', 'g4f3', 'c7c6', 'd1d2', 'd6d5', 'e4e5', 'f6g7', 'd2e2', 'e7e6', 'f4f5', 'g6f5', 'c2f5', 'e6h6', 'e5e6', 'f7e6', 'e2e6', 'e8e6', 'e1e6', 'g7f6', 'f5h7', 'g8f7', 'f3f5', 'f7g7', 'g2h3', 'd8f8', 'e6d6', 'f8f7', 'd6d7', 'f6e7', 'f5e5', 'h6f6', 'e5f6', 'e7f6', 'd7f7', 'g7f7', 'h7f5', 'd5d4', 'c3d4', 'f6d4', 'b2b3', 'b7b6', 'g3g4', 'h5g4', 'h3g4', 'f7f6', 'h4h5', 'd4e3', 'f5d7', 'c6c5', 'd7b5', 'f6e5', 'g4f3', 'e3d2', 'b5c4', 'd2g5', 'a2a4', 'g5h6', 'f3e2', 'e5d4', 'c4f7', 'h6g5', 'e2f3', 'g5d2', 'f3g4', 'd4c3', 'g4f5', 'a7a6', 'f5g6', 'b6b5', 'a4b5', 'a6b5', 'h5h6', 'd2h6', 'g6h6', 'c5c4', 'b3c4', 'b5c4', 'f7c4']",['Others B1']
Danish Gambit Accepted,0-1,988,1092,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'b8c6', 'd1b3', 'f8b4', 'b1d2', 'c6d4', 'b3b4', 'd4c2', 'e1e2', 'c2b4', 'b2g7', 'b4c2', 'a1c1', 'c2d4', 'e2d1', 'd8g5', 'g7h8', 'g5g2', 'c1c3', 'g2h1', 'h8d4', 'h1g1', 'd1c2', 'g1h2', 'e4e5', 'b7b6', 'd2f3', 'h2f4', 'f3g5', 'c8b7', 'd4e3', 'b7e4', 'c2b3', 'f4e5', 'g5e4', 'e5e4', 'e3g5', 'a8b8', 'c4b5', 'e4d5', 'b3b4', 'a7a5', 'b4a4', 'd5a2', 'c3a3', 'a2c2', 'a3b3', 'c7c6', 'b5c4', 'b6b5', 'a4a5', 'b8a8', 'a5b6', 'b5c4', 'b3b5', 'a8b8', 'b6a5', 'b8b5', 'a5a6', 'c2a4']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit,1-0,1287,1291,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'b8c6', 'd1f3', 'f8c5', 'f1c4', 'd8f6', 'g1e2', 'f6f3', 'g2f3', 'd4d3', 'c4d3', 'g8f6', 'h1g1', 'e8g8', 'c1h6', 'f6h5', 'e2f4', 'h5f4', 'g1g7', 'g8h8', 'g7g4', 'f4d3', 'e1d2', 'd3f2', 'g4g2', 'f8g8', 'g2g8', 'h8g8', 'h6e3', 'c5e3', 'd2e3', 'f2d1', 'e3d2', 'd1b2', 'b1a3', 'd7d6', 'a3b5', 'b2c4', 'd2d3', 'c4b2', 'd3c2', 'b2a4', 'b5c7', 'a8b8', 'a1g1', 'g8f8', 'c7d5', 'c8e6', 'd5f4', 'e6a2', 'g1a1', 'a4c3', 'c2c3', 'a2e6', 'c3d3', 'b8d8', 'd3e3', 'd6d5', 'e4d5', 'e6d5', 'a1d1', 'd8e8', 'e3f2', 'd5b3', 'd1d7', 'c6b4', 'd7b7', 'b4d3', 'f4d3', 'b3d5', 'b7a7', 'e8e6', 'a7a5', 'd5b7', 'a5b5', 'b7c6', 'b5b8', 'f8e7', 'd3c5', 'e6f6', 'b8c8', 'f6f3', 'f2g2', 'f3f6', 'g2g3', 'c6e4', 'c8c7', 'e7d6', 'c7c8', 'f6f5', 'c5e4', 'd6e5', 'e4c3', 'e5d4', 'c3b5', 'd4d3', 'c8c7', 'f7f6', 'c7h7', 'f5g5', 'g3f4', 'g5g2', 'h2h4', 'g2f2', 'f4g4', 'f2g2', 'g4f5', 'g2f2', 'f5e6', 'f2b2', 'b5d6', 'b2b6', 'h7h6', 'd3d4', 'e6f6', 'b6d6', 'f6g7', 'd6h6', 'g7h6', 'd4e5', 'h6g5', 'e5e4', 'h4h5', 'e4e5', 'h5h6', 'e5e6', 'g5g6', 'e6e7', 'h6h7', 'e7f8', 'h7h8q', 'f8e7', 'h8f6']",['Others B1']
"Danish Gambit Accepted, Classical Defense",1-0,1600,1614,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'c3b2', 'c1b2', 'g8f6', 'd1b3', 'd7d5', 'e4d5', 'd8e7', 'g1e2', 'g7g6', 'e1g1', 'f8g7', 'b2a3', 'e7e5', 'b1c3', 'b7b6', 'e2f4', 'e5f4', 'f1e1', 'e8d8', 'a3e7', 'd8d7', 'b3b5', 'c7c6', 'd5c6', 'b8c6', 'b5d5', 'f6d5', 'c3d5', 'f4c4', 'a1d1', 'd7e8', 'd5f6', 'g7f6', 'e7f6', 'c8e6', 'f6h8', 'e8f8', 'h8a1', 'a8d8', 'd1c1', 'c4g4', 'c1c6', 'e6d5', 'f2f3', 'd5f3', 'c6c2', 'f3b7', 'c2f2', 'g4b4', 'e1f1']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Accepted Triple Gambit', 'Take Back Triple Gambit']"
Danish Gambit,0-1,1644,1625,"['e2e4', 'e7e5', 'd2d4', 'e5d4', 'c2c3', 'd4c3', 'f1c4', 'd8e7', 'd1b3', 'g8f6', 'b1c3', 'd7d6', 'c1g5', 'b8c6', 'g5f6', 'e7f6', 'c3d5', 'f6d8']","['Danish Gambit Accepted', 'Offered Triple Gambit', 'Others Declined']"
